Start date,Incident type,Receiver country,Category,Initiator country,Political responses,MITRE Impact,Intelligence impact,International Law Breach Indicator,Year
2023-08-01,Disruption,Italy,Finance,Russia,0,Network Denial of Service,1,Due diligence,2023
2024-08-01,Ransomware,Malaysia,Government and Research,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-08-01,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-08-01,Disruption,Iran,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Due diligence,2024
2024-08-01,Data theft,Russia,Critical Manufacturing,Ukraine,0,Data Exfiltration,5,Cyber espionage,2024
2024-08-01,Data theft,China,Government and Research,United States,1,Data Exfiltration,2,Cyber espionage,2024
2024-08-01,Data theft,Canada,Other,Unknown,0,Data Exfiltration,2,Human rights,2024
2019-09-01,Data theft,United States,Government and Research,Russia,7,Data Exfiltration,3,Cyber espionage,2019
2020-09-01,Data theft,Netherlands,Crime,Netherlands,0,Data Exfiltration,5,Human rights,2020
2020-09-01,Data theft,Korea,Critical Manufacturing,Korea,1,Data Exfiltration,3,Cyber espionage,2020
2021-09-01,Data theft,China,Critical Manufacturing,Asia region,0,Data Exfiltration,4,Sovereignty,2021
2022-09-01,Data theft,Russia,Government and Research,Unknown,0,Data Exfiltration,5,Cyber espionage,2022
2022-09-01,Disruption,Puerto Rico,Administration,Russia,0,Data Encrypted for Impact,1,Due diligence,2022
2022-09-01,Hijacking,Australia,Government and Research,Unknown,0,Data Exfiltration,2,Cyber espionage,2022
2022-09-01,Data theft,Guatemala,Government and Research,Unknown,0,Data Exfiltration,4,International peace,2022
2022-09-01,Ransomware,United Arab Emirates,Critical Manufacturing,Iran,1,Data Exfiltration,3,Human rights,2022
2022-09-01,Disruption,Russia,Administration,Unknown,0,Data Destruction,3,Due diligence,2022
2023-09-01,Disruption,Belgium,Administration,Unknown,0,Network Denial of Service,1,Human rights,2023
2023-09-01,Data theft,Taiwan,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-09-01,Data theft,Philippines,Government and Research,Unknown,0,Data Exfiltration,2,Due diligence,2023
2023-09-01,Ransomware,France,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Due diligence,2023
2023-09-01,Disruption,Germany,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2023-09-01,Disruption,Senegal,Administration,Unknown,0,Account Access Removal,1,Sovereignty,2023
2024-09-01,Disruption,Turkey,Critical Manufacturing,Unknown,0,Defacement,1,Sovereignty,2024
2024-09-01,Data theft,France,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-09-01,Disruption,Germany,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,4,Human rights,2024
2020-10-01,Ransomware,Canada,Government and Research,Iran,1,Data Encrypted for Impact,2,Sovereignty,2020
2021-10-01,Data theft,Ukraine,Government and Research,Russia,0,Data Exfiltration,2,Cyber espionage,2021
2022-10-01,Data theft,Japan,Administration,China,0,Data Exfiltration,2,Cyber espionage,2022
2022-10-01,Data theft,United States,Not available,Unknown,0,Data Exfiltration,2,Human rights,2022
2022-10-01,Data theft,Asia region,Critical Manufacturing,Asia region,0,Data Exfiltration,3,Sovereignty,2022
2022-10-01,Data theft,Korea,Military,Korea,0,Data Exfiltration,3,Cyber espionage,2022
2022-10-01,Data theft,Australia,Critical Manufacturing,Russia,3,Data Exfiltration,5,Human rights,2022
2022-10-01,Data theft,Russia,Administration,Belarus,0,Data Exfiltration,4,Due diligence,2022
2023-10-01,Data theft,India,Government and Research,Unknown,0,Data Exfiltration,3,Sovereignty,2023
2023-10-01,Data theft,Iran,Other,Russia,0,Data Exfiltration,2,Cyber espionage,2023
2023-10-01,Hijacking,United States,Government and Research,China,0,System Shutdown/Reboot,1,Human rights,2023
2023-10-01,Ransomware,Australia,Finance,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-10-01,Data theft,United States,Critical Manufacturing,Russia,0,Data Exfiltration,4,Air law,2023
2023-10-01,Data theft,China,Government and Research,China,0,Data Exfiltration,3,Cyber espionage,2023
2023-10-01,Data theft,United States,Finance,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-10-01,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-10-01,Ransomware,Philippines,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-10-01,Ransomware,Senegal,Administration,Russia,0,Data Exfiltration,4,Human rights,2023
2023-10-01,Disruption,United Kingdom,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-10-01,Disruption,Palestine,Critical Manufacturing,Unknown,0,Data Manipulation,1,Armed conflict,2023
2023-10-01,Data theft,Russia,Finance,Ukraine,0,Data Exfiltration,2,Due diligence,2023
2024-10-01,Data theft,Serbia,Government,Serbia,1,Data Exfiltration,1,Human rights,2024
2024-10-01,Hijacking,Brazil,Administration,Unknown,0,Data Manipulation,1,Sovereignty,2024
2024-10-01,Ransomware,Hungary,Administration,Unknown,1,Data Exfiltration,4,Cyber espionage,2024
2024-10-01,Data theft,United States,Finance,Unknown,0,Data Exfiltration,2,Human rights,2024
2018-11-01,Data theft,Poland,Administration,Poland,0,Data Exfiltration,2,Human rights,2018
2021-11-01,Data theft,United States,Other,Unknown,0,Data Exfiltration,2,Human rights,2021
2022-11-01,Hijacking,United States,Critical Manufacturing,Unknown,0,Data Manipulation,1,Sovereignty,2022
2022-11-01,Data theft,Korea,Military,Korea,0,Data Exfiltration,3,Cyber espionage,2022
2022-11-01,Data theft,Africa region,Critical Manufacturing,China,0,Data Exfiltration,1,Cyber espionage,2022
2022-11-01,Data theft,Africa region,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Cyber espionage,2022
2023-11-01,Data theft,Japan,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Due diligence,2023
2023-11-01,Ransomware,Japan,Finance,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-11-01,Data theft,United States,Government and Research,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-11-01,Data theft,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-11-01,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-11-01,Data theft,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-11-01,Data theft,Belgium,Administration,Iran,0,Data Exfiltration,2,Cyber espionage,2023
2023-11-01,Data theft,Mongolia,Government and Research,Russia,0,Data Exfiltration,2,Cyber espionage,2023
2023-11-01,Data theft,Poland,Government,Russia,0,Data Exfiltration,2,Human rights,2023
2023-11-01,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2023-11-01,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-11-01,Data theft,Puerto Rico,Administration,Unknown,0,Data Exfiltration,2,Sovereignty,2023
2023-11-01,Disruption,Singapore,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Human rights,2023
2023-11-01,Ransomware,Estonia,Critical Manufacturing,Unknown,1,Data Exfiltration,3,Human rights,2023
2023-11-01,Data theft,China,Government and Research,China,0,Data Exfiltration,2,Cyber espionage,2023
2023-11-01,Data theft,Israel,Critical Manufacturing,Iran,0,Data Exfiltration,3,Armed conflict,2023
2023-11-01,Data theft,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-11-01,Data theft,Spain,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-11-01,Data theft,United Kingdom,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-11-01,Data theft,Namibia,Critical Manufacturing,Unknown,1,Data Exfiltration,5,Human rights,2024
2024-11-01,Hijacking,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-11-01,Disruption,United Kingdom,Administration,Russia,1,Network Denial of Service,1,Sovereignty,2024
2024-11-01,Data theft,France,Finance,Unknown,1,Data Exfiltration,2,Human rights,2024
2022-12-01,Data theft,Afghanistan,Government and Research,Russia,0,Data Exfiltration,5,Cyber espionage,2022
2022-12-01,Data theft,Austalia,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2022
2022-12-01,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2022
2022-12-01,Data theft,United States,Finance,Unknown,0,Data Exfiltration,3,Human rights,2022
2022-12-01,Hijacking,India,Critical Manufacturing,Unknown,0,Data Manipulation,1,Sovereignty,2022
2022-12-01,Data theft,Japan,Critical Manufacturing,China,1,Data Exfiltration,2,Human rights,2022
2022-12-01,Data theft,Germany,Administration,Russia,0,Data Exfiltration,2,Human rights,2022
2022-12-01,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2022
2022-12-01,Hijacking,United States,Other,Unknown,0,Defacement,1,Human rights,2022
2022-12-01,Data theft,Afghanistan,Government and Research,Pakistan,0,Data Exfiltration,1,Cyber espionage,2022
2022-12-01,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2022
2023-12-01,Hijacking,Ukraine,Finance,Russia,0,Data Manipulation,1,Cyber espionage,2023
2023-12-01,Data theft,Europe region,Government and Research,Unknown,0,Data Exfiltration,2,Sovereignty,2023
2023-12-01,Data theft,Korea,Critical Manufacturing,Korea,1,Data Exfiltration,2,Cyber espionage,2023
2023-12-01,Disruption,France,Other,Unknown,0,Data Manipulation,1,Sovereignty,2023
2023-12-01,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-12-01,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-12-01,Data theft,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Sovereignty,2023
2023-12-01,Data theft,France,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-12-01,Disruption,United States,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Human rights,2024
2024-12-01,Ransomware,New Zealand,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Cyber espionage,2024
2024-01-02,Hijacking,Korea,Government and Research,Unknown,0,Account Access Removal,1,Sovereignty,2024
2023-02-02,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,3,Human rights,2023
2023-02-02,Disruption,Italy,Critical Manufacturing,Unknown,3,Data Encrypted for Impact,1,Human rights,2023
2024-02-02,Data theft,Venezuela,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2024
2024-02-02,Hijacking,Argentina,Government and Research,Unknown,0,Account Access Removal,1,Sovereignty,2024
2024-02-02,Ransomware,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-02,Ransomware,Iceland,Government and Research,Russia,0,Data Exfiltration,3,Human rights,2024
2023-03-02,Disruption,Spain,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2024-04-02,Disruption,United States,Administration,Unknown,1,Data Encrypted for Impact,1,Sovereignty,2024
2024-04-02,Disruption,Vietnam,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2022-05-02,Disruption,Russia,Administration,Ukraine,0,Network Denial of Service,1,Due diligence,2022
2023-05-02,Disruption,Sweden,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2023
2024-06-02,Disruption,Mexico,Government,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2023-07-02,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-07-02,Data theft,United States,Government,Unknown,0,Data Exfiltration,4,Human rights,2024
2022-08-02,Disruption,Russia,Critical Manufacturing,Ukraine,0,Disk Wipe,1,Armed conflict,2022
2023-08-02,Data theft,Argentina,Administration,Unknown,0,Data Exfiltration,4,Human rights,2023
2024-08-02,Ransomware,Belgium,Government and Research,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-08-02,Disruption,Venezuela,Critical Manufacturing,Unknown,1,Network Denial of Service,1,Due diligence,2024
2024-09-02,Disruption,Colombia,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-09-02,Disruption,France,Administration,Russia,0,Network Denial of Service,1,Due diligence,2024
2023-10-02,Data theft,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-10-02,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2022-12-02,Disruption,Mexico,Government and Research,Unknown,1,Data Encrypted for Impact,1,Sovereignty,2022
2024-12-02,Data theft,Spain,Administration,Unknown,1,Data Exfiltration,3,Human rights,2024
2024-12-02,Ransomware,United States,Other,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-01-03,Disruption,Spain,Critical Manufacturing,Unknown,0,Data Manipulation,1,Sovereignty,2024
2024-02-03,Data theft,Argentina,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-03-03,Data theft,United States,Government and Research,Unknown,0,Data Exfiltration,1,Human rights,2023
2023-04-03,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2023-05-03,Data theft,Italy,Administration,Unknown,1,Data Exfiltration,5,Human rights,2023
2024-05-03,Disruption,Russia,Critical Manufacturing,Ukraine,0,Network Denial of Service,1,Human rights,2024
2023-06-03,Disruption,Japan,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-06-03,Data theft,Germany,Finance,Unknown,0,Data Exfiltration,4,Human rights,2023
2024-06-03,Data theft,United Kingdom,Critical Manufacturing,Russia,1,Data Exfiltration,5,Human rights,2024
2023-08-03,Ransomware,Canada,Critical Manufacturing,Russia,0,Data Exfiltration,4,Due diligence,2023
2024-08-03,Disruption,France,Administration,Unknown,0,Data Encrypted for Impact,1,Due diligence,2024
2023-10-03,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-11-03,Disruption,Netherlands,Critical Manufacturing,Russia,0,Network Denial of Service,1,Due diligence,2023
2024-11-03,Data theft,Serbia,Government,Serbia,1,Data Exfiltration,3,Human rights,2024
2024-11-03,Disruption,Moldova,Government,Unknown,0,Network Denial of Service,1,Human rights,2024
2022-12-03,Disruption,France,Critical Manufacturing,Unknown,1,Data Encrypted for Impact,3,Human rights,2022
2024-12-03,Data theft,United States,Other,Unknown,0,Data Exfiltration,1,Due diligence,2024
2024-01-04,Disruption,Paraguay,Government and Research,Unknown,1,Data Encrypted for Impact,1,Due diligence,2024
2024-02-04,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Due diligence,2024
2024-02-04,Disruption,United States,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2022-04-04,Disruption,Bulgaria,Administration,Russia,1,Data Destruction,3,Sovereignty,2022
2023-04-04,Disruption,Germany,Military,Unknown,5,Network Denial of Service,1,Due diligence,2023
2023-04-04,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2023-04-04,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Due diligence,2023
2023-04-04,Disruption,Israel,Government and Research,Russia,0,Network Denial of Service,1,Human rights,2023
2023-04-04,Disruption,Finland,Administration,Russia,0,Network Denial of Service,1,Due diligence,2023
2024-04-04,Disruption,Germany,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2023-05-04,Disruption,Netherlands,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-05-04,Ransomware,Australia,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-05-04,Data theft,China,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-05-04,Data theft,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2024
2024-05-04,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,2,Air law,2024
2024-05-04,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2020-06-04,Data theft,Poland,Not available,China,0,Data Exfiltration,2,Human rights,2020
2024-06-04,Disruption,Vietnam,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2023-07-04,Disruption,Japan,Critical Manufacturing,Unknown,1,Data Encrypted for Impact,1,Law of the sea,2023
2024-08-04,Disruption,United States,Administration,Unknown,0,Network Denial of Service,1,Human rights,2024
2024-08-04,Disruption,United Kingdom,Administration,Unknown,1,Data Destruction,3,Human rights,2024
2023-09-04,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-10-04,Hijacking,Russia,Government,Ukraine,0,Defacement,1,Armed conflict,2023
2023-12-04,Data theft,United States,Finance,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-12-04,Disruption,United States,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Human rights,2024
2024-12-04,Ransomware,United Kingdom,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-02-05,Disruption,Austria,Administration,Russia,0,Data Encrypted for Impact,1,Due diligence,2024
2024-03-05,Disruption,Sweden,Administration,Russia,0,Network Denial of Service,1,Due diligence,2024
2024-03-05,Ransomware,Belgium,Other,Unknown,0,Data Exfiltration,2,Due diligence,2024
2024-04-05,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-05-05,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2023-05-05,Disruption,France,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2024-05-05,Ransomware,Netherlands,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-05-05,Data theft,France,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2024
2024-05-05,Data theft,Spain,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2022-06-05,Disruption,Ukraine,Not available,Unknown,0,Defacement,1,Due diligence,2022
2023-06-05,Disruption,United States,Critical Manufacturing,Sudan,0,Network Denial of Service,1,Due diligence,2023
2024-07-05,Ransomware,Australia,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-07-05,Hijacking,Nepal,Government and Research,Unknown,0,Network Denial of Service,1,Due diligence,2024
2022-08-05,Disruption,United States,Military,Russia,0,Network Denial of Service,1,Due diligence,2022
2023-09-05,Disruption,Spain,Administration,Russia,1,Data Encrypted for Impact,1,Due diligence,2023
2024-09-05,Data theft,United States,Finance,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-09-05,Ransomware,United States,Critical Manufacturing,Unknown,1,Data Exfiltration,2,Human rights,2024
2024-09-05,Data theft,Germany,Government and Research,Unknown,1,Data Exfiltration,3,Human rights,2024
2023-10-05,Disruption,Australia,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2023
2023-10-05,Data theft,United States,Government,Unknown,1,Data Exfiltration,3,Due diligence,2023
2024-10-05,Data theft,Japan,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2023-11-05,Disruption,Israel,Not available,Unknown,0,Defacement,1,Armed conflict,2023
2024-11-05,Disruption,Korea,Government and Research,Russia,1,Network Denial of Service,1,Sovereignty,2024
2024-11-05,Data theft,Israel,Government and Research,Iran,1,Data Exfiltration,3,Cyber espionage,2024
2022-12-05,Disruption,Argentina,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2022
2022-12-05,Ransomware,Belgium,Administration,Unknown,1,Data Exfiltration,2,Human rights,2022
2023-12-05,Ransomware,Australia,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-02-06,Data theft,France,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-06,Disruption,Uganda,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Due diligence,2024
2024-02-06,Disruption,Spain,Administration,Russia,0,Network Denial of Service,1,Due diligence,2024
2023-03-06,Disruption,Italy,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-03-06,Ransomware,Netherlands,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2024-03-06,Data theft,United States,Finance,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-04-06,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-04-06,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-04-06,Ransomware,Austria,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2021-05-06,Ransomware,United States,Critical Manufacturing,Russia,3,Data Exfiltration,5,Due diligence,2021
2024-05-06,Disruption,Brazil,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Law of the sea,2024
2023-06-06,Disruption,Netherlands,Critical Manufacturing,Russia,0,Network Denial of Service,1,Law of the sea,2023
2024-06-06,Ransomware,Spain,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-06-06,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-06-06,Disruption,Netherlands,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2024
2024-06-06,Disruption,Italy,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-07-06,Disruption,Turkey,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Due diligence,2024
2023-08-06,Data theft,Russia,Administration,Ukraine,0,Data Exfiltration,4,Human rights,2023
2024-08-06,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,1,Human rights,2024
2024-08-06,Disruption,United Kingdom,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Law of the sea,2024
2024-08-06,Data theft,Poland,Administration,Russia,0,Data Exfiltration,5,Human rights,2024
2022-09-06,Disruption,Japan,Government and Research,Russia,1,Network Denial of Service,1,Due diligence,2022
2023-09-06,Disruption,United Kingdom,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2024-10-06,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2024
2021-01-07,Data theft,Korea,Government and Research,Korea,1,Data Exfiltration,2,Human rights,2021
2023-02-07,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-02-07,Disruption,France,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Due diligence,2024
2024-02-07,Disruption,Ukraine,Government and Research,Russia,0,Network Denial of Service,1,Armed conflict,2024
2022-03-07,Disruption,Norway,Administration,Unknown,1,Network Denial of Service,1,Armed conflict,2022
2023-03-07,Disruption,Germany,Military,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2024-03-07,Data theft,United States,Other,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-03-07,Data theft,United Kingdom,Administration,Unknown,0,Data Exfiltration,5,Human rights,2024
2024-03-07,Hijacking,Mexico,Administration,Unknown,0,Defacement,1,Due diligence,2024
2024-03-07,Data theft,India,Government and Research,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-04-07,Disruption,United States,Military,Eastern Europe,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-04-07,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-04-07,Hijacking,France,Administration,Turkey,0,Defacement,1,Due diligence,2024
2023-05-07,Disruption,Romania,Government and Research,Unknown,0,Defacement,1,Human rights,2023
2024-05-07,Disruption,Kosovo,Government and Research,Russia,2,Network Denial of Service,1,Sovereignty,2024
2024-05-07,Ransomware,Italy,Administration,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-05-07,Disruption,United States,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2022-06-07,Disruption,Estonia,Finance,Russia,0,Network Denial of Service,1,Due diligence,2022
2023-06-07,Disruption,Switzerland,Government and Research,Russia,1,Network Denial of Service,1,Due diligence,2023
2023-06-07,Data theft,Germany,Administration,Unknown,0,Data Encrypted for Impact,2,Human rights,2023
2022-07-07,Data theft,Spain,Not available,China,0,Data Exfiltration,2,Human rights,2022
2023-07-07,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-07-07,Disruption,Japan,Other,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-08-07,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Due diligence,2024
2024-08-07,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2023-10-07,Disruption,Israel,Government and Research,Iran,0,Data Destruction,3,Sovereignty,2023
2024-10-07,Disruption,Belgium,Administration,Russia,1,Network Denial of Service,1,Due diligence,2024
2022-11-07,Disruption,Russia,Finance,Ukraine,0,Service Stop,1,Due diligence,2022
2023-11-07,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-01-08,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2020-02-08,Disruption,United Kingdom,Administration,Unknown,1,Data Encrypted for Impact,3,Sovereignty,2020
2023-02-08,Data theft,United States,Administration,Unknown,0,Data Encrypted for Impact,4,Due diligence,2023
2024-02-08,Ransomware,Germany,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-08,Disruption,Russia,Finance,Ukraine,0,Service Stop,1,Armed conflict,2024
2024-02-08,Hijacking,Guinea,Critical Manufacturing,Unknown,0,Defacement,1,Air law,2024
2022-03-08,Hijacking,Russia,Administration,Unknown,0,Defacement,1,Sovereignty,2022
2023-03-08,Hijacking,Brazil,Critical Manufacturing,Korea,5,Data Manipulation,1,Sovereignty,2023
2023-03-08,Data theft,Indonesia,Finance,Unknown,0,Data Exfiltration,5,Human rights,2023
2024-05-08,Ransomware,United States,Critical Manufacturing,Russia,0,Data Exfiltration,2,Human rights,2024
2023-06-08,Disruption,Russia,Other,Unknown,0,Data Destruction,3,Armed conflict,2023
2022-07-08,Disruption,Lithuania,Critical Manufacturing,Russia,1,Network Denial of Service,1,Due diligence,2022
2023-07-08,Hijacking,India,Military,Unknown,0,Account Access Removal,1,Sovereignty,2023
2024-07-08,Disruption,Liechtenstein,Government and Research,Russia,1,Network Denial of Service,1,Due diligence,2024
2023-08-08,Ransomware,Switzerland,Administration,Unknown,0,Data Exfiltration,5,Human rights,2023
2024-08-08,Disruption,Russia,Government and Research,Unknown,0,Network Denial of Service,1,Armed conflict,2024
2024-08-08,Hijacking,United States,Administration,Unknown,0,Account Access Removal,1,Human rights,2024
2023-09-08,Disruption,India,Military,Pakistan,0,Network Denial of Service,1,Due diligence,2023
2022-11-08,Disruption,United States,Administration,Unknown,1,Network Denial of Service,1,Sovereignty,2022
2023-11-08,Disruption,China,Finance,Russia,1,Data Exfiltration,1,Sovereignty,2023
2022-12-08,Disruption,Denmark,Government and Research,Unknown,2,Network Denial of Service,1,Sovereignty,2022
2023-12-08,Disruption,Italy;Italy,Administration,Russia,0,Data Encrypted for Impact,1,Due diligence,2023
2023-12-08,Disruption,New Caledonia,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-12-08,Ransomware,Australia,Government and Research,Russia,0,Data Exfiltration,2,Human rights,2023
2024-12-08,Ransomware,France,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Cyber espionage,2024
2023-01-09,Data theft,United States,Critical Manufacturing,Switzerland,1,Data Exfiltration,5,Human rights,2023
2024-01-09,Disruption,Finland,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2024-01-09,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-01-09,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,1,Due diligence,2024
2024-02-09,Disruption,United States,Government and Research,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
